,top_score_synthetic,top_explanation_init_strs,explanation_init_ngrams,module_num,fmri_test_corr
37,0.015,"name ""andy warhol""","['andy warhol covers', 'sheepishly raise my', 'raise your hands', 'andy warhol', 'museum of fine', 'nabokov', 'pinstripe', 'the andy warhol', 'pinstripes', 'fully immersed and', 'warhol covers', 'i persisted and', 'unannounced', 'i exaggerated down', 'complete record of', 'with nonverbal', 'that nabokov influence', 'that that nabokov', 'paparazzi', 'complete record', 'elene said', 'i exaggerated the', 'emblazoned', 'fernando sanchez lingerie', 'sanchez lingerie', 'completely disbelieving i', 'nabokov influence', 'emblazoned on', 'unhooked my bra', 'asked my mom', 'harvard business school', 'paparazzi i', 'i sheepishly', 'flags that', 'was completely disbelieving', 'his birth family', 'nabokov influence so', 'personal property', ""bruce weber 's"", 'briskly towards her', 'that nabokov', 'of flags that', 'i sheepishly raise', 'i ignored which', 'warhol covers everything', 'raise your hand', 'headlining the glastonbury', 'crimes against humanity', 'nonverbal', 'unannounced at my', 'out of state', 'completely disbelieving', 'elene said oh', 'told us anything', 'sent my pictures', 'unredeemable', 'your bra and', 'ages of', 'elene said we', 'my almost anorexically', 'bra very slowly', 'it was unbelievably', ""dante 's inferno"", 'disbelieving i', 'spike lee movies', 'with burt reynolds', 'unexceptional', 'century american life', 'set of flags', 'i plunge and', 'bruce weber picture', 'father and asked', 'sean connery', 'abuse sexual abuse', 'sexual abuse']",159,0.625
173,0.015,incomplete or unfinished sentences,"['in modern times', 'if you like', 'this is where', 'in this polarity', 'and for that', 'if this is', ""'s sporting goods"", 'which is if', 'now which is', 'be the per', 'is where', 'mean by that', 'solution so if', 'by that is', 'c my', 'call me for', 'for to', 'had { cg', 'is that for', 'and this theory', 'at that time', 'that in modern', 'for depression', 'in our case', 'in terms of', 'away { cg', 'records', 'in modern', 'for support', 'is if', 'therefore', 'for that eh', 'know { cg', 'as the solution', 'um amplifier', 'cause for concern', 'at the get', 'for the same', 'for that matter', 'and can be', 'then because otherwise', 'let me know', 'but luckily for', 'as the numbers', 'right in that', '{ ls )', 'some reason you', 'and {', 'see you later', 'and so anyway', 'pence i think', 'say n', 'be by', 'also and this', 'would you like', 's specifically uh', 'ram today', 'there for support', 'you for being', 'net net', 'this ram um', 'of the reasons', 'in the uk', 'programs for our', '{ ls', 'macaroni and cheese', ""kay 's company"", 'sporting goods', 'go on to', 'hence', 'and modern', 'you know for', 'know {', 'you know like', 'are these']",83,0.647
57,0.015,past tense,"['the intervening fifteen', 'for the monthly', 'students review the', 'and the advice', 'of the remaining', 'that also meant', ""i 'd written"", ""i 'd"", 'second paragraph and', 'or two later', 'current book and', 'myself at the', ""'d introduced me"", ""we 'd"", 'the best thing', 'year mortgage was', 'of the nineteen', 'essay and', 'an essay and', 'writing under the', 'in the best', 'the best left', 'it also meant', ""i 'd just"", 'for the harper', 'i drove up', 'david i had', 'wrote the book', 'years the combined', 'of the available', 'in my essay', 'into the night', 'and next', 'david and i', 'the first place', 'then the next', ""now i 'd"", 'of each semester', 'next six months', 'the last few', 'the surround shower', ""then there 'd"", 'the blame part', ""'d introduced"", 'first place the', 'on this subject', 'new jersey', 'answered the phone', 'and every saturday', ""'d written"", 'first place one', 'a half weeks', 'that meant', 'comprise this community', 'the remaining hours', 'and every year', 'the foreword is', 'president all the', 'new hampshire at', 'i mean and', ""a writer 's"", 'this brochure', ""'d quit my"", 'into the phone', 'the combined effects', ""i 'd heard"", ""i 'd said"", 'the weekend he', 'of this insurance', ""'d written them"", 'first place and', ""'d said"", 'my current book', 'against the phone', 'next six weeks']",142,0.628
140,0.015,"phrase ""you know""","['part of me', 'do a penance', 'christmas and halloween', 'us you know', 'know at first', 'part of it', 'it sucked that', 'a penance and', 'on halloween and', 'it you know', 'the blame part', 'know nick some', 'that really hurt', 'you know you', 'cause sam liked', 'you get some', 'you know nuh', 'a penance', 'start you know', 'this cause it', 'also became interested', 'there anyone who', 'me you know', 'babysitting', 'butter and hosing', 'you know just', 'it occurs to', 'there are some', 'text from', 'you know maybe', 'penance and', 'penance', 'matt you know', ""n't you think"", 'you you know', 'babysitting and parenting', 'sam liked', 'i figured there', 'it was odd', 'mortgage a lot', 'it made me', 'it makes me', 'ramen chili in', 'so sure enough', 'y you know', 'sucked that bad', 'i you know', 'an internship at', ""n't you know"", 'six year old', 'four year old', 'renting', 'doing some butchering', 'news to me', 'i got that', 'chlorine in', 'you know about', 'sam liked antique', 'you know like', 'you know why', 'you know thing', 'that made you', 'side you know', 'some people notice', 'you know cause', 'really deep down', 'there was some', 'i grew up', 'myself you know', 'are some similarities', 'knew for sure', 'age four the', 'anyone ever think', 'really funny though', 'duh you know']",31,0.675
145,0.015,"people, places, or things","['emblazoned on', 'at the glastonbury', 'sitawa the director', 'the first base', 'guilty unredeemable sinners', 'jt leroy i', 'emblazoned', 'then i heard', 'emblazoned on my', 'proverbial deer in', 'accomplice', 'jt leroy for', 'as the owner', 'the family tree', 'the golden retriever', 'are still emblazoned', 'of the millet', 'destroyed and debauched', 'west wing where', 'the west wing', 'the leaves', 'for an entire', 'abercrombie', 'stately buildings', 'the director started', 'second camera angle', 'overstock for some', 'the abercormbie and', 'on the leaves', 'overstock for', 'in my entire', 'sixth month of', 'unredeemable sinners and', 'in four h', 'the film for', 'the clubhouse manager', 'i started my', 'band leading', 'represented in any', 'during all', 'unredeemable sinners', 'then i also', 'proverbial deer', 'for my entire', 'the overstock for', 'on opening day', 'muscle in my', 'hoax perpetrator culprit', 'bleachers and was', 'with a toothpick', 'i heard another', 'the roof of', 'later opening day', 'first first day', 'welcomed all of', 'of underachievement um', 'justification for', 'to the addition', 'i walked away', 'first deer', 'perpetrator culprit the', 'the overstock', 'know she laughed', 'started my business', 'and buck showalter', 'and two armoirs', 'to this day', 'sound home theater', 'painting of the', 'stage at twelve', 'indication that i', 'family under any', 'just for the', 'jt leroy was', 'say abercrombie']",46,0.666
144,0.015,time,"['and all while', 'it goes on', 'and so while', 'four and so', 'thirty in the', 'eleven eleven thirty', 'and so for', 'on and so', 'in and out', 'eight thirty in', 'and then all', ""behind nine o'clock"", 'and so he', 'week goes by', 'and and so', 'everything worked out', 'that worked for', 'tension in his', 'past twelve thirty', 'that was all', 'i drove off', ""eleven o'clock uh"", ""at five o'clock"", 'and on i', 'into the night', 'this went on', 'at twelve thirty', ""o'clock rolls around"", 'and so they', ""that 's all"", 'six thirty', 'and then while', 'and having survived', 'thirty and then', 'years go by', 'all and so', 'it step by', 'five points needed', ""it 's taking"", 'two that was', 'weeks went by', 'five it was', ""that 's that"", 'and off she', 'it was only', 'and glastonbury is', ""'s the blame"", 'five and then', 'but so it', ""that 's how"", 'fight in paris', 'comes walking towards', 'the silence', 'eight thirty', 'silence and', 'just stillness i', 'again and so', 'silence and i', ""nine o'clock rolls"", ""'s that so"", 'and glastonbury', 'and they came', 'tartabull says that', 'the whole quarter', 'and so i', 'of holidays in', 'beating so fast', 'spring and i', 'and so everybody', 'fifty but so', ""eleven o'clock"", 'on and i', 'lesson in the', 'and then they', 'going on so']",10,0.699
153,0.015,"medical condition, either directly or indirectly","['diagnosed with epilepsy', 'epilepsy', 'living with epilepsy', 'of the yankees', 'with epilepsy', 'epilepsy and the', ""saint mary 's"", 'epilepsy the', 'epilepsy and', 'of epilepsy', 'profound and nauseating', 'oh my god', 'epilepsy this', 'naval air station', 'with epilepsy and', ""'s batting average"", 'gulf of mexico', 'epilepsy so', 'epilepsy increase', 'epilepsy increase in', 'birmingham city', 'having an affair', 'mother moves in', 'with epilepsy increase', 'history of epilepsy', 'dallas cowboys', 'photosensitive epilepsy so', 'new york yankees', 'of mexico', 'annual observation', 'transracially adoptive families', 'department of homeland', 'microclimate', 'hysteria and aids', 'cramp in her', 'sexual abuse', 'offensive lineman', 'photosensitive epilepsy this', 'bleach blonde hair', 'photosensitive epilepsy', 'biafran', 'epilepsy the doctor', 'fingerprinting', 'they start fingerprinting', 'commander in chief', 'all over the', 'manager of the', 'a foster parent', 'calligraphy', ""valentine 's day"", 'wrong with her', 'of dakar', 'of epilepsy the', 'blacked out', 'of homeland security', 'ophthalmologist father', 'hold of', 'new york city', 'manager at', 'lingerie', 'with epilepsy were', 'nauseating', 'hang out with', 'of a sudden', 'epilepsy this is', 'at home start', 'the wall street', 'months of pregnancy', 'cell phone number', 'a cramp', 'dallas cowboys belt', 'memory of our', 'tartabull', 'background checks fingerprinted', 'mcgough']",16,0.694
149,0.015,"phrase ""my left hand"" or ""to the left""","['ahwahah and', 'articulation in the', 'ahwahah', 'articulation in', 'a surcharge', 'a surcharge i', 'with nonverbal', 'my god and', 'with one hand', 'which way did', 'my left hand', 'articulation', 'hold of', ""christ 's sake"", '- e -', 'crutches he', 'to the right', 'the articulation in', 'second first impression', 'pay a surcharge', 'left hand', 'ahwahah and i', ""what 's coming"", 'oh my god', 'what is it', 'my god but', 'arms tighten around', 'ah jeez so', 'crutches', 'to my right', 'one hand', 'one hand tied', 'god please get', 'in the back', 'a navel', 'to my left', ""dante 's inferno"", 'reaches out', 'to the left', ""what 's it"", ""what 's wrong"", 'unhooked', 'jerk forward', 'uh oh my', 'which way', 'my god here', 'with my left', 'armoirs', 'jeez so', 'one hand i', 'saint mary', 'where are you', 'my farah', 'please get help', ""what 's happening"", 'reached out', 'courage or the', 'to god', 'i swear to', 'do you get', 'after mass', 'get out of', 'gertrude stein', 'montparnasse', 'left leg in', 'department of homeland', 'boldly', 'which hand did', 'courage or', 'the back seat', 'marie claire magazine', 'do with nonverbal', 'chainsaws', 'fuck could', 'the other hand']",75,0.652
49,0.015,emotions and experiences,"['greeting and i', 'as they had', 'goodbye and i', 'sobbing and i', 'wash of nostalgia', 'good things', 'blissful months', 'idyllic snow', 'had been wonderful', 'a good thing', 'sorry and i', 'tractors or', 'a little chat', 'judgmental and i', 'elene and i', 'and nauseating', 'helpful and she', 'a bad thing', 'as he had', 'little chat', 'ram and elene', 'crying and my', 'therapists in the', 'a few nights', 'a good omen', 'dreamer the mystic', 'old and crying', 'a kind thing', 'as we had', 'worlds we were', 'with nonverbal', 'stepfather almost like', 'a good sign', 'therapists in', 'holidays in hospitals', 'crying and i', 'sobbing and then', 'worker and hello', 'made edits to', 'an emotional', 'greeting and', ""'d been calm"", 'exciting and we', 'washing dishes', 'a wash of', 'christmas and i', 'to my normal', 'a little relief', 'with little gifts', 'hypnotic ruh regimens', 'effects', 'experienced an alternate', 'bad things', 'doing things', 'feeling a little', 'profound and nauseating', 'stores are open', 'memory of our', 'a surround sound', 'a part time', 'idyllic lake', 'not a good', 'creepily familiar', 'things worse', 'felt creepily familiar', 'made edits', 'a positive', 'a shower', 'a cold', 'idyllic snow in', 'verbs', 'studying abroad and', 'aspirin and we', 'distractions available', 'not such a']",30,0.677
0,0.014,relationship or connection between two or more people,"['has been too', 'months it like', 'had an aunt', 'has been like', 'this all this', 'did too wanted', 'had a cousin', 'had sex', 'all this that', 'it this this', 'feels like it', 'he had and', 'it real slowness', 'like like this', 'did too', 'we we had', 'has been so', 'like fucking like', 'and he did', 'it and like', 'was like this', 'felt like it', 'they had was', 'ago been dating', 'looked in myself', 'after like', 'and we we', 'it it really', 'life it', 'had friends and', 'home like i', 'got more and', 'and he had', 'distinguished itself even', 'and had long', 'had a birthday', 'slowness like it', 'and all this', 'and we spent', 'had all had', 'always did and', 'and he gave', 'and all these', 'brothers too and', 'he did alright', 'us a long', 'was like it', 'had a reputation', 'some more and', 'and we did', 'like it it', 'it too i', 'had been some', 'real slowness that', 'some more of', 'had friends in', 'and that lasted', 'plunge and belly', 'and it does', 'and it invited', 'it all of', 'he was and', 'had been so', 'the show tonight', 'an insurance', 'takes on', 'had cared', ""'s been eroded"", 'lasted all', 'he had like', 'and a couple', 'was like he', ""had n't talked"", 'has you and', 'digression']",33,0.674
27,0.014,a journey or an experience,"['we end up', 'soon as there', 'to a stoplight', 'we ended up', 'way to the', 'we hit', 'funnier', 'onto a', 'steak and lobster', 'we hit the', 'we got into', 'lights onto the', 'us back to', 'down we ate', 'she pulls into', 'turns taking us', 'at any moment', 'dinner came through', 'we turn', 'conversation comes to', 'down we', 'dawned on us', 'law came over', ""we 'd finally"", 'boat to the', 'we stopped', 'things start', 'us into this', 'time for our', 'wonderful new couch', 'then we were', 'lustily', ""mary 's"", 'emergency vehicle within', 'to book two', 'we finally', 'in first grade', 'pulling into the', 'holiday inn airport', 'brings', 'time turning', 'humidity down there', 'shopping basket', 'we went', 'so blah', 'sugar we', 'it either we', 'onto the', 'our red', 'off to', 'on to finding', 'to new', 'restaurant or bar', 'miraculously', ""we 're slowly"", 'grocery store', 'steaks', 'off to a', 'jet fuel', 'we stopped the', 'sake all', 'lights onto', 'to cornelia street', 'mobility of', 'things start to', 'to southern', 'school for social', 'leads to another', 'truck we hop', 'pulls into the', 'bullies there is', 'boat to', 'we go', 'roller coaster', 'our red ford']",110,0.638
